VIRGO_ID	Species
V1012957	Gardnerella_vaginalis
V1012958	Gardnerella_vaginalis
V1012959	Gardnerella_vaginalis
V1012960	Gardnerella_vaginalis
V1012967	Gardnerella_piotii
V1012968	Gardnerella_piotii
V1013000	Gardnerella_vaginalis
V1013001	Gardnerella_vaginalis
V1013002	Gardnerella_vaginalis
V1013003	Gardnerella_vaginalis
V1195606	Gardnerella_vaginalis
V1013177	Gardnerella_vaginalis
V1013178	Gardnerella_vaginalis
V1013179	Gardnerella_vaginalis
V1013180	Gardnerella_vaginalis
V1013181	Gardnerella_vaginalis
V1013182	Gardnerella_vaginalis
V1013189	Gardnerella_vaginalis
V1196563	not assigned
V1328161	Gardnerella_vaginalis
V1375240	not assigned
V1410323	not assigned
V1421240	Gardnerella_sp14
V1445203	not assigned
V1458557	Gardnerella_sp2
V1013205	Gardnerella_vaginalis
V1013206	Gardnerella_vaginalis
V1013213	not assigned
V1013214	Gardnerella_vaginalis
V1013215	Gardnerella_vaginalis
V1013216	Gardnerella_vaginalis
V1505487	Gardnerella_sp7
V1013242	Gardnerella_leopoldii
V1013243	not assigned
V1506570	not assigned
V1574534	not assigned
V1464080	Gardnerella_vaginalis
V1603326	Gardnerella_sp8
V1013253	Gardnerella_vaginalis
V1612132	Gardnerella_sp8
V1007478	not assigned
V1013265	Gardnerella_vaginalis
V1013266	Gardnerella_vaginalis
V1013267	Gardnerella_vaginalis
V1013268	Gardnerella_vaginalis
V1013269	Gardnerella_vaginalis
V1007481	not assigned
V1013271	Gardnerella_vaginalis
V1007943	not assigned
V1009324	Gardnerella_sp9
V1010453	not assigned
V1011164	Gardnerella_sp9
V1015652	Gardnerella_vaginalis
V1117591	Gardnerella_sp8
V1182091	Gardnerella_sp14
V1191134	Gardnerella_vaginalis
V1346957	Gardnerella_sp3
V1013330	Gardnerella_sp9
V1013350	Gardnerella_vaginalis
V1013351	Gardnerella_vaginalis
V1013352	Gardnerella_vaginalis
V1013353	Gardnerella_vaginalis
V1013354	Gardnerella_vaginalis
V1013355	Gardnerella_vaginalis
V1433024	Gardnerella_sp3
V1445336	not assigned
V1553773	not assigned
V1612066	not assigned
V1013366	not assigned
V1881259	Gardnerella_vaginalis
V1013393	Gardnerella_vaginalis
V1013394	Gardnerella_vaginalis
V1008409	Gardnerella_sp10
V1013396	not assigned
V1013397	Gardnerella_vaginalis
V1013398	Gardnerella_vaginalis
V1013399	Gardnerella_vaginalis
V1013400	Gardnerella_vaginalis
V1013401	Gardnerella_vaginalis
V1013402	Gardnerella_vaginalis
V1013403	Gardnerella_vaginalis
V1013404	not assigned
V1008628	not assigned
V1008721	Gardnerella_sp8
V1016629	Gardnerella_vaginalis
V1013445	Gardnerella_vaginalis
V1036804	Gardnerella_sp10
V1724687	Gardnerella_vaginalis
V1041243	not assigned
V1073512	not assigned
V1080681	Gardnerella_sp14
V1103750	Gardnerella_sp8
V1104762	Gardnerella_sp8
V1114576	Gardnerella_sp8
V1013602	Gardnerella_vaginalis
V1013603	Gardnerella_vaginalis
V1013604	Gardnerella_vaginalis
V1013605	Gardnerella_vaginalis
V1013640	Gardnerella_vaginalis
V1013641	Gardnerella_vaginalis
V1013642	Gardnerella_vaginalis
V1013643	Gardnerella_vaginalis
V1013644	Gardnerella_vaginalis
V1157397	Gardnerella_sp8
V1173358	not assigned
V1181372	not assigned
V1191186	not assigned
V1013684	Gardnerella_vaginalis
V1687097	Gardnerella_sp10
V1013686	Gardnerella_vaginalis
V1074737	not assigned
V1216059	not assigned
V1614099	Gardnerella_sp3
V1440336	Gardnerella_sp7
V1013713	Gardnerella_sp8
V1013808	Gardnerella_vaginalis
V1013809	Gardnerella_vaginalis
V1013863	Gardnerella_vaginalis
V1013864	Gardnerella_vaginalis
V1440366	Gardnerella_sp7
V1553774	not assigned
V1007470	Gardnerella_sp9
V1070888	not assigned
V1013907	Gardnerella_vaginalis
V1013916	Gardnerella_vaginalis
V1013917	Gardnerella_vaginalis
V1013918	Gardnerella_vaginalis
V1013919	Gardnerella_vaginalis
V1013970	Gardnerella_vaginalis
V1013971	not assigned
V1013972	Gardnerella_vaginalis
V1013973	Gardnerella_vaginalis
V1013974	Gardnerella_vaginalis
V1008227	not assigned
V1008634	Gardnerella_sp9
V1008714	Gardnerella_sp9
V1010559	Gardnerella_sp9
V1011158	Gardnerella_sp9
V1013528	Gardnerella_sp9
V1014144	Gardnerella_vaginalis
V1014145	Gardnerella_vaginalis
V1014146	Gardnerella_vaginalis
V1014147	Gardnerella_vaginalis
V1014148	Gardnerella_vaginalis
V1014149	Gardnerella_vaginalis
V1014150	Gardnerella_vaginalis
V1014151	Gardnerella_vaginalis
V1014152	Gardnerella_vaginalis
V1014157	Gardnerella_vaginalis
V1014158	Gardnerella_vaginalis
V1014159	not assigned
V1014160	not assigned
V1014161	Gardnerella_vaginalis
V1018813	not assigned
V1040125	Gardnerella_sp14
V1040518	Gardnerella_sp7
V1081758	Gardnerella_sp14
V1082848	not assigned
V1014314	Gardnerella_vaginalis
V1014315	Gardnerella_vaginalis
V1014340	Gardnerella_vaginalis
V1014341	Gardnerella_vaginalis
V1014342	Gardnerella_vaginalis
V1014381	Gardnerella_vaginalis
V1014382	Gardnerella_vaginalis
V1098895	Gardnerella_sp13
V1014384	Gardnerella_vaginalis
V1014385	Gardnerella_vaginalis
V1014404	Gardnerella_vaginalis
V1014405	Gardnerella_vaginalis
V1014478	not assigned
V1107229	Gardnerella_sp14
V1014529	not assigned
V1014530	not assigned
V1181233	Gardnerella_sp7
V1014545	Gardnerella_vaginalis
V1014546	Gardnerella_vaginalis
V1014552	Gardnerella_vaginalis
V1014553	Gardnerella_vaginalis
V1014559	Gardnerella_sp10
V1201885	not assigned
V1268379	not assigned
V1380746	not assigned
V1014640	not assigned
V1014641	Gardnerella_vaginalis
V1014726	Gardnerella_vaginalis
V1014727	Gardnerella_vaginalis
V1014770	Gardnerella_vaginalis
V1014793	not assigned
V1014794	not assigned
V1014815	Gardnerella_vaginalis
V1014816	Gardnerella_vaginalis
V1014817	not assigned
V1386319	not assigned
V1014859	not assigned
V1014860	Gardnerella_vaginalis
V1014861	not assigned
V1014894	Gardnerella_vaginalis
V1014912	Gardnerella_vaginalis
V1014913	Gardnerella_vaginalis
V1014914	Gardnerella_vaginalis
V1395058	Gardnerella_sp2
V1404052	Gardnerella_sp7
V1015074	not assigned
V1500516	not assigned
V1606759	not assigned
V1015186	not assigned
V1618170	not assigned
V1015188	Gardnerella_sp9
V1015194	Gardnerella_vaginalis
V1015195	Gardnerella_vaginalis
V1015273	Gardnerella_vaginalis
V1015274	Gardnerella_vaginalis
V1015275	Gardnerella_vaginalis
V1015392	not assigned
V1015427	Gardnerella_vaginalis
V1015428	Gardnerella_vaginalis
V1015429	Gardnerella_vaginalis
V1007970	Gardnerella_sp9
V1011997	not assigned
V1105197	Gardnerella_sp8
V1106010	Gardnerella_sp8
V1015568	Gardnerella_vaginalis
V1015569	Gardnerella_vaginalis
V1015570	Gardnerella_vaginalis
V1015571	Gardnerella_vaginalis
V1114717	not assigned
V1015653	Gardnerella_vaginalis
V1133152	not assigned
V1015703	Gardnerella_vaginalis
V1015704	Gardnerella_vaginalis
V1015967	Gardnerella_vaginalis
V1015968	Gardnerella_vaginalis
V1069753	Gardnerella_sp11
V1137065	not assigned
V1016006	not assigned
V1016066	Gardnerella_vaginalis
V1016067	Gardnerella_vaginalis
V1170690	Gardnerella_sp10
V1016129	Gardnerella_vaginalis
V1182626	Gardnerella_sp7
V1016205	Gardnerella_sp9
V1016285	Gardnerella_sp3
V1016286	Gardnerella_sp3
V1016392	Gardnerella_vaginalis
V1016393	Gardnerella_vaginalis
V1268631	not assigned
V1312593	not assigned
V1401029	not assigned
V1016447	Gardnerella_vaginalis
V1016454	Gardnerella_vaginalis
V1547562	Gardnerella_sp8
V1547948	not assigned
V1016649	not assigned
V1016650	not assigned
V1016651	Gardnerella_vaginalis
V1016652	not assigned
V1016663	Gardnerella_vaginalis
V1016664	Gardnerella_vaginalis
V1016668	not assigned
V1016888	Gardnerella_vaginalis
V1016889	Gardnerella_vaginalis
V1016931	Gardnerella_vaginalis
V1016932	Gardnerella_vaginalis
V1016933	Gardnerella_vaginalis
V1017093	Gardnerella_vaginalis
V1017094	Gardnerella_vaginalis
V1017121	Gardnerella_vaginalis
V1017139	Gardnerella_vaginalis
V1017140	Gardnerella_vaginalis
V1017202	Gardnerella_vaginalis
V1017233	not assigned
V1017718	Gardnerella_sp10
V1017719	Gardnerella_leopoldii
V1577828	not assigned
V1017785	Gardnerella_vaginalis
V1017786	Gardnerella_vaginalis
V1881320	Gardnerella_vaginalis
V1009345	not assigned
V1009359	Gardnerella_sp9
V1038020	not assigned
V1017933	not assigned
V1043052	not assigned
V1051539	Gardnerella_sp2
V1018012	Gardnerella_vaginalis
V1018025	Gardnerella_vaginalis
V1085091	Gardnerella_sp10
V1018080	Gardnerella_vaginalis
V1018081	Gardnerella_vaginalis
V1103146	Gardnerella_sp8
V1104768	Gardnerella_sp8
V1018114	Gardnerella_sp9
V1018177	not assigned
V1018179	Gardnerella_sp8
V1018180	Gardnerella_sp8
V1018181	not assigned
V1018283	Gardnerella_vaginalis
V1136914	Gardnerella_sp8
V1018536	not assigned
V1018551	Gardnerella_vaginalis
V1018636	Gardnerella_sp3
V1018703	Gardnerella_vaginalis
V1018704	Gardnerella_vaginalis
V1018788	Gardnerella_sp3
V1018798	not assigned
V1139289	not assigned
V1151982	Gardnerella_sp2
V1018892	not assigned
V1018914	not assigned
V1018932	not assigned
V1019083	Gardnerella_vaginalis
V1019118	Gardnerella_sp9
V1019218	Gardnerella_sp3
V1019290	Gardnerella_sp3
V1019304	not assigned
V1019413	Gardnerella_vaginalis
V1019461	Gardnerella_vaginalis
V1019591	Gardnerella_vaginalis
V1019622	Gardnerella_sp9
V1152444	Gardnerella_vaginalis
V1019669	Gardnerella_vaginalis
V1170762	Gardnerella_sp8
V1019830	not assigned
V1019831	not assigned
V1019832	Gardnerella_sp3
V1019920	not assigned
V1019945	Gardnerella_vaginalis
V1019946	Gardnerella_vaginalis
V1020075	not assigned
V1020102	Gardnerella_vaginalis
V1020161	Gardnerella_vaginalis
V1020162	Gardnerella_vaginalis
V1020189	Gardnerella_sp3
V1020209	Gardnerella_vaginalis
V1020263	not assigned
V1020308	Gardnerella_vaginalis
V1020323	Gardnerella_sp3
V1020415	not assigned
V1020508	not assigned
V1192736	Gardnerella_sp9
V1020612	not assigned
V1020613	Gardnerella_sp9
V1020633	not assigned
V1020647	not assigned
V1020697	Gardnerella_vaginalis
V1020743	not assigned
V1020897	not assigned
V1216172	not assigned
V1021223	Gardnerella_sp2
V1021298	not assigned
V1021373	not assigned
V1021377	not assigned
V1021481	not assigned
V1021535	not assigned
V1021554	not assigned
V1021665	not assigned
V1021907	not assigned
V1021908	not assigned
V1022144	not assigned
V1022384	Gardnerella_sp3
V1022673	Gardnerella_sp3
V1022682	not assigned
V1022702	not assigned
V1022923	Gardnerella_sp3
V1268316	Gardnerella_sp8
V1023066	Gardnerella_sp3
V1023139	Gardnerella_sp3
V1369356	not assigned
V1023238	Gardnerella_sp9
V1023310	not assigned
V1023376	Gardnerella_sp3
V1023774	Gardnerella_sp3
V1394289	not assigned
V1024014	not assigned
V1024270	Gardnerella_sp3
V1025444	Gardnerella_sp3
V1025576	not assigned
V1025608	not assigned
V1025942	not assigned
V1405083	not assigned
V1027027	Gardnerella_sp3
V1027138	Gardnerella_sp3
V1027486	not assigned
V1028027	Gardnerella_sp3
V1410515	not assigned
V1029268	Gardnerella_sp3
V1031927	Gardnerella_sp3
V1031928	not assigned
V1031929	Gardnerella_sp3
V1031930	not assigned
V1031931	Gardnerella_sp3
V1031932	not assigned
V1031933	not assigned
V1031934	Gardnerella_sp3
V1031935	not assigned
V1031936	Gardnerella_sp3
V1031937	Gardnerella_sp3
V1464916	not assigned
V1031939	not assigned
V1031940	not assigned
V1031941	Gardnerella_sp3
V1031942	Gardnerella_sp3
V1031943	not assigned
V1031944	not assigned
V1031945	Gardnerella_sp3
V1031946	Gardnerella_sp3
V1031947	Gardnerella_sp3
V1031948	Gardnerella_sp3
V1031949	not assigned
V1031950	not assigned
V1031951	Gardnerella_sp3
V1031952	Gardnerella_sp3
V1031953	Gardnerella_sp3
V1031954	Gardnerella_sp3
V1031955	not assigned
V1031956	Gardnerella_sp3
V1031957	Gardnerella_sp3
V1031958	Gardnerella_sp3
V1031959	Gardnerella_sp3
V1031960	not assigned
V1031961	Gardnerella_sp3
V1031962	not assigned
V1031963	not assigned
V1031964	not assigned
V1031965	Gardnerella_sp3
V1031966	Gardnerella_sp3
V1031967	not assigned
V1031968	Gardnerella_sp3
V1031969	not assigned
V1031970	Gardnerella_sp3
V1031971	Gardnerella_sp3
V1031972	not assigned
V1070841	Gardnerella_sp11
V1031974	Gardnerella_sp3
V1031975	Gardnerella_sp3
V1031976	Gardnerella_piotii
V1031977	Gardnerella_sp3
V1136904	Gardnerella_sp8
V1031979	not assigned
V1031980	Gardnerella_sp3
V1031981	Gardnerella_sp3
V1031982	not assigned
V1031983	Gardnerella_piotii
V1031984	not assigned
V1031985	Gardnerella_sp3
V1031986	not assigned
V1031987	not assigned
V1031988	not assigned
V1031989	not assigned
V1482737	Gardnerella_sp8
V1577679	not assigned
V1880341	Gardnerella_vaginalis
V1007422	Gardnerella_sp9
V1007440	not assigned
V1031995	not assigned
V1031996	not assigned
V1031997	not assigned
V1031998	Gardnerella_sp3
V1031999	not assigned
V1032000	not assigned
V1032001	Gardnerella_sp3
V1032002	Gardnerella_sp3
V1032003	not assigned
V1032004	not assigned
V1032005	Gardnerella_sp3
V1032006	not assigned
V1032007	not assigned
V1032008	not assigned
V1032009	not assigned
V1032010	not assigned
V1032011	Gardnerella_sp3
V1032012	Gardnerella_sp3
V1032013	Gardnerella_sp3
V1032014	Gardnerella_sp3
V1032015	not assigned
V1032016	Gardnerella_sp3
V1032017	not assigned
V1032018	Gardnerella_sp3
V1032019	Gardnerella_sp3
V1032020	Gardnerella_sp3
V1032021	not assigned
V1032022	Gardnerella_sp3
V1032023	Gardnerella_sp3
V1032024	not assigned
V1032025	not assigned
V1032026	Gardnerella_sp3
V1032027	not assigned
V1032028	not assigned
V1032029	Gardnerella_sp3
V1032030	not assigned
V1032031	not assigned
V1032032	not assigned
V1032033	not assigned
V1032034	not assigned
V1032035	not assigned
V1032036	Gardnerella_vaginalis
V1032037	not assigned
V1032038	not assigned
V1032039	not assigned
V1032040	Gardnerella_sp3
V1032041	Gardnerella_sp3
V1032042	not assigned
V1032043	not assigned
V1032044	not assigned
V1032045	not assigned
V1032046	not assigned
V1032047	Gardnerella_sp3
V1032048	Gardnerella_sp3
V1032049	Gardnerella_sp3
V1032050	Gardnerella_sp3
V1032051	Gardnerella_sp3
V1032053	not assigned
V1032054	Gardnerella_sp3
V1032055	Gardnerella_sp3
V1032056	Gardnerella_sp3
V1032057	not assigned
V1032058	Gardnerella_sp3
V1032059	Gardnerella_sp3
V1032060	Gardnerella_sp3
V1032061	Gardnerella_sp3
V1032062	not assigned
V1032063	Gardnerella_sp3
V1032064	Gardnerella_sp3
V1032065	not assigned
V1032066	Gardnerella_sp3
V1032067	Gardnerella_sp3
V1032068	Gardnerella_sp3
V1032069	Gardnerella_sp3
V1151091	Gardnerella_sp12
V1032071	not assigned
V1032072	not assigned
V1032073	not assigned
V1032074	Gardnerella_sp3
V1032075	not assigned
V1032076	Gardnerella_sp3
V1032077	Gardnerella_sp3
V1032078	Gardnerella_sp3
V1032079	not assigned
V1032080	not assigned
V1032081	not assigned
V1032082	Gardnerella_sp3
V1032083	Gardnerella_sp3
V1032084	not assigned
V1032085	not assigned
V1032086	not assigned
V1032087	Gardnerella_sp3
V1032088	Gardnerella_sp2
V1032089	Gardnerella_sp3
V1007949	Gardnerella_sp9
V1032091	not assigned
V1032092	Gardnerella_sp2
V1032093	Gardnerella_sp3
V1032094	not assigned
V1032095	Gardnerella_sp3
V1032096	Gardnerella_sp3
V1032097	Gardnerella_sp3
V1032098	not assigned
V1032099	not assigned
V1032100	Gardnerella_sp3
V1032101	Gardnerella_sp3
V1032102	Gardnerella_sp3
V1032103	not assigned
V1032104	not assigned
V1032105	not assigned
V1032106	not assigned
V1032107	not assigned
V1032108	not assigned
V1032109	not assigned
V1032110	Gardnerella_sp3
V1032111	Gardnerella_sp3
V1032112	Gardnerella_sp3
V1032113	Gardnerella_sp3
V1032114	Gardnerella_sp3
V1032115	not assigned
V1032116	Gardnerella_sp3
V1032117	Gardnerella_sp3
V1032118	Gardnerella_sp3
V1032119	Gardnerella_sp3
V1032120	Gardnerella_sp3
V1032121	not assigned
V1008402	Gardnerella_sp9
V1032123	not assigned
V1032124	Gardnerella_sp3
V1549981	not assigned
V1032126	Gardnerella_sp3
V1032127	Gardnerella_sp3
V1032128	not assigned
V1032129	not assigned
V1032130	not assigned
V1032131	not assigned
V1032132	Gardnerella_sp3
V1032133	not assigned
V1032134	Gardnerella_sp3
V1032135	Gardnerella_sp3
V1032136	Gardnerella_sp3
V1032137	Gardnerella_sp3
V1032138	not assigned
V1032139	not assigned
V1032140	not assigned
V1032141	Gardnerella_sp3
V1032142	Gardnerella_sp3
V1032143	Gardnerella_sp3
V1032144	Gardnerella_sp3
V1032145	not assigned
V1032146	Gardnerella_sp3
V1032147	Gardnerella_sp3
V1032148	not assigned
V1016630	Gardnerella_vaginalis
V1032150	Gardnerella_sp3
V1032151	Gardnerella_sp3
V1032152	not assigned
V1032153	Gardnerella_piotii
V1032154	not assigned
V1032155	not assigned
V1032156	not assigned
V1032157	not assigned
V1032158	Gardnerella_sp3
V1032159	Gardnerella_sp3
V1032160	not assigned
V1032161	not assigned
V1032162	not assigned
V1041845	Gardnerella_leopoldii
V1032164	not assigned
V1032165	Gardnerella_sp3
V1032166	not assigned
V1073504	not assigned
V1032168	not assigned
V1032169	not assigned
V1083362	Gardnerella_sp14
V1032171	Gardnerella_sp3
V1032172	not assigned
V1032173	Gardnerella_sp3
V1032174	not assigned
V1032175	Gardnerella_sp3
V1032176	Gardnerella_sp3
V1032177	Gardnerella_sp3
V1032178	not assigned
V1032179	Gardnerella_sp3
V1032180	Gardnerella_sp3
V1032181	Gardnerella_sp3
V1032182	Gardnerella_sp3
V1032183	Gardnerella_sp3
V1085557	not assigned
V1032185	not assigned
V1032186	Gardnerella_sp3
V1032187	Gardnerella_sp3
V1032188	Gardnerella_sp3
V1032189	Gardnerella_sp3
V1032190	Gardnerella_sp3
V1032191	Gardnerella_sp3
V1032192	not assigned
V1032193	not assigned
V1032194	not assigned
V1032195	not assigned
V1032196	not assigned
V1032197	not assigned
V1032198	not assigned
V1032199	not assigned
V1032200	not assigned
V1032235	not assigned
V1032236	not assigned
V1032237	not assigned
V1032238	not assigned
V1032239	Gardnerella_sp3
V1032240	not assigned
V1032241	Gardnerella_sp3
V1032242	Gardnerella_sp3
V1032243	not assigned
V1032244	not assigned
V1032245	Gardnerella_sp3
V1032246	Gardnerella_sp3
V1032247	not assigned
V1032248	Gardnerella_sp3
V1105858	not assigned
V1032250	Gardnerella_sp3
V1032251	Gardnerella_sp3
V1032252	not assigned
V1032253	not assigned
V1032254	not assigned
V1032255	Gardnerella_piotii
V1032256	not assigned
V1032257	Gardnerella_sp3
V1032258	Gardnerella_sp3
V1032259	Gardnerella_sp3
V1032260	Gardnerella_sp3
V1032261	not assigned
V1032262	not assigned
V1032263	not assigned
V1032264	not assigned
V1032265	not assigned
V1400062	Gardnerella_sp7
V1032267	Gardnerella_sp3
V1032268	not assigned
V1032269	Gardnerella_sp3
V1032270	not assigned
V1032271	not assigned
V1032272	Gardnerella_sp3
V1032273	Gardnerella_sp3
V1032274	not assigned
V1032275	Gardnerella_sp3
V1032276	not assigned
V1032277	Gardnerella_sp3
V1032278	Gardnerella_sp3
V1032279	not assigned
V1032280	Gardnerella_sp3
V1032281	Gardnerella_sp3
V1032282	not assigned
V1032283	Gardnerella_sp3
V1032284	Gardnerella_sp3
V1032285	Gardnerella_sp3
V1032286	Gardnerella_sp3
